,date,team1,team1_score,team2,team2_score,winner,map
0,2021-12-16 10:00,1620 Kings,16,8Ballers,7,1620 Kings,Dust2
1,2021-12-15 10:00,Paradox,16,1620 Kings,7,Paradox,Nuke
2,2022-01-19 16:30,1shot,7,Astralis Talent,16,Astralis Talent,Vertigo
3,2022-01-22 13:10,1shot,16,D13,9,1shot,Nuke
4,2022-01-16 19:15,DBL PONEY,16,1shot,8,DBL PONEY,Vertigo
5,2021-12-17 19:00,Into the Breach,12,1shot,16,1shot,Nuke
6,2022-01-16 16:00,1shot,16,MONKE,14,1shot,Vertigo
7,2021-12-16 19:00,Nemiga,19,1shot,22,1shot,Nuke
8,2021-12-18 19:15,SAW,16,1shot,9,SAW,Ancient
9,2021-12-18 19:15,SAW,14,1shot,16,1shot,Dust2
10,2022-01-23 10:00,1shot,17,SINNERS,19,SINNERS,Inferno
11,2022-01-24 18:00,1WIN,7,Endpoint,16,Endpoint,Mirage
12,2021-12-16 19:00,1WIN,10,Entropiq,16,Entropiq,Ancient
13,2021-12-16 19:00,1WIN,14,Entropiq,16,Entropiq,Mirage
14,2022-01-27 09:00,Eternal Fire,25,1WIN,28,1WIN,Vertigo
15,2021-12-15 19:00,GamerLegion,16,1WIN,11,GamerLegion,Overpass
16,2022-01-25 13:15,HEET,16,1WIN,10,HEET,Vertigo
17,2022-01-26 19:00,1WIN,16,Into the Breach,13,1WIN,Ancient
18,2022-01-24 10:00,Los Reyes,9,1WIN,16,1WIN,Ancient
19,2022-01-25 19:00,1WIN,12,Nemiga,16,Nemiga,Vertigo
20,2022-02-01 19:00,1WIN,19,Nemiga,17,1WIN,Vertigo
21,2022-01-25 09:00,1WIN,4,SAW,16,SAW,Ancient
22,2022-01-25 09:00,1WIN,16,SAW,9,1WIN,Nuke
23,2022-01-26 12:00,Sprout,19,1WIN,17,Sprout,Overpass
24,2022-01-16 19:00,equipa,14,4750mix,16,4750mix,Nuke
25,2022-01-16 19:00,equipa,16,4750mix,9,equipa,Overpass
26,2022-01-30 19:40,Galaxy Racer fe,16,4750mix,3,Galaxy Racer fe,Ancient
27,2022-01-20 13:35,KOVA,19,4glory,17,KOVA,Nuke
28,2022-01-20 13:35,KOVA,22,4glory,20,KOVA,Ancient
29,2022-01-18 15:00,Dignitas,16,777,14,Dignitas,Mirage
30,2022-01-17 16:50,Enterprise,16,777,10,Enterprise,Overpass
31,2022-01-31 15:00,777,16,Enterprise,3,777,Overpass
32,2022-01-24 15:00,777,14,Finest,16,Finest,Mirage
33,2022-01-22 19:00,777,23,Wisla Krakow,25,Wisla Krakow,Mirage
34,2021-12-16 10:00,1620 Kings,16,8Ballers,13,1620 Kings,Nuke
35,2021-12-15 10:00,8Ballers,4,ORDER,16,ORDER,Mirage
36,2022-01-27 18:00,ECSTATIC,11,AGF,16,AGF,Vertigo
37,2022-01-27 18:00,ECSTATIC,19,AGF,16,ECSTATIC,Inferno
38,2022-01-17 18:00,Entropiq,12,AGF,16,AGF,Ancient
39,2021-12-19 11:30,AGO,9,Anonymo,16,Anonymo,Vertigo
40,2022-01-25 15:00,AGO,14,fnatic Rising,16,fnatic Rising,Ancient
41,2022-01-20 19:00,AGO,9,Savage,16,Savage,Ancient
42,2022-01-24 19:00,AGO,4,Wisla Krakow,16,Wisla Krakow,Nuke
43,2022-01-23 17:30,InControl,16,Alex Rider,9,InControl,Vertigo
44,2022-01-23 17:30,InControl,16,Alex Rider,14,InControl,Overpass
45,2022-01-23 20:20,all aim no name,16,Fragging for Jason,6,all aim no name,Mirage
46,2022-01-24 01:10,all aim no name,4,InControl,16,InControl,Vertigo
47,2022-01-24 01:10,all aim no name,11,InControl,16,InControl,Mirage
48,2022-01-23 17:30,RIP Kobe,8,all aim no name,16,all aim no name,Mirage
49,2022-01-17 10:00,AVE,16,ALTERNATE aTTaX,8,AVE,Dust2
50,2022-01-07 14:35,Ambush,16,Exalty,11,Ambush,Inferno
51,2022-01-07 20:30,Ambush,16,FTW,1,Ambush,Inferno
52,2022-01-09 20:40,FTW,16,Ambush,7,FTW,Nuke
53,2022-01-09 16:35,Ambush,11,GameAgents,16,GameAgents,Ancient
54,2022-01-19 10:00,Nexus,16,Ambush,9,Nexus,Dust2
55,2022-01-19 10:00,Nexus,16,Ambush,7,Nexus,Nuke
56,2021-12-19 11:30,AGO,8,Anonymo,16,Anonymo,Inferno
57,2021-12-19 17:30,Anonymo,16,UNGENTIUM,5,Anonymo,Overpass
58,2022-01-19 13:35,ex-Coalesce,13,Apeks Rebels,16,Apeks Rebels,Ancient
59,2022-01-19 13:35,ex-Coalesce,16,Apeks Rebels,4,ex-Coalesce,Overpass
60,2022-01-24 12:00,BLINK,13,Apeks,16,Apeks,Mirage
61,2022-01-19 15:00,Apeks,10,EC Kyiv,16,EC Kyiv,Inferno
62,2022-01-19 15:00,Apeks,9,EC Kyiv,16,EC Kyiv,Vertigo
63,2022-01-26 18:00,Apeks,16,Endpoint,13,Apeks,Mirage
64,2022-01-26 18:00,Apeks,16,Endpoint,5,Apeks,Vertigo
65,2022-01-31 12:00,Apeks,16,Endpoint,4,Apeks,Mirage
66,2022-02-01 15:55,fnatic,13,Apeks,16,Apeks,Inferno
67,2022-01-17 16:50,GamerLegion,12,Apeks,16,Apeks,Overpass
68,2022-01-21 12:20,Apeks,16,GMT,8,Apeks,Inferno
69,2022-01-18 09:00,Apeks,16,MASONIC,9,Apeks,Vertigo
70,2022-01-20 12:35,Apeks,16,OneTap,4,Apeks,Mirage
71,2022-01-25 15:00,SKADE,16,Apeks,10,SKADE,Inferno
72,2022-01-25 15:00,SKADE,12,Apeks,16,Apeks,Overpass
73,2022-02-02 15:00,Apeks,16,Wisla Krakow,11,Apeks,Nuke
74,2022-02-02 15:00,Apeks,16,Wisla Krakow,9,Apeks,Overpass
75,2022-01-19 16:30,1shot,16,Astralis Talent,12,1shot,Nuke
76,2022-01-19 16:30,1shot,16,Astralis Talent,11,1shot,Mirage
77,2022-01-07 18:15,BIG Academy,16,Astralis Talent,8,BIG Academy,Vertigo
78,2022-01-09 17:00,Astralis Talent,16,fnatic Rising,6,Astralis Talent,Vertigo
79,2022-01-09 17:00,Astralis Talent,16,fnatic Rising,6,Astralis Talent,Vertigo
80,2022-01-14 16:00,Astralis Talent,1,fnatic Rising,16,fnatic Rising,Ancient
81,2022-01-05 19:10,NAVI Junior,16,Astralis Talent,12,NAVI Junior,Vertigo
82,2022-01-15 16:00,NAVI Junior,10,Astralis Talent,16,Astralis Talent,Mirage
83,2022-01-03 17:00,Young Ninjas,16,Astralis Talent,8,Young Ninjas,Vertigo
84,2022-01-16 16:00,Young Ninjas,12,Astralis Talent,16,Astralis Talent,Overpass
85,2022-01-22 15:00,Astralis,16,Entropiq,13,Astralis,Ancient
86,2022-01-20 15:00,Astralis,16,fnatic,2,Astralis,Mirage
87,2022-01-20 15:00,Astralis,19,fnatic,16,Astralis,Inferno
88,2022-01-18 15:00,Astralis,19,K23,22,K23,Mirage
89,2022-01-18 15:00,Astralis,19,K23,22,K23,Mirage
90,2021-12-17 21:00,Astralis,13,Liquid,16,Liquid,Mirage
91,2022-01-29 19:15,Natus Vincere,17,Astralis,19,Astralis,Mirage
92,2021-12-16 13:30,NIP,8,Astralis,16,Astralis,Inferno
93,2021-12-15 17:30,Vitality,16,Astralis,6,Vitality,Mirage
94,2022-02-02 02:00,ATK,8,Bad News Bears,16,Bad News Bears,Nuke
95,2022-01-30 00:55,ChocoCheck,16,ATK,9,ChocoCheck,Inferno
96,2022-01-23 22:10,Party Astronauts,16,ATK,11,Party Astronauts,Overpass
97,2022-01-22 22:50,ATK,11,RBG,16,RBG,Overpass
98,2022-01-22 22:50,ATK,16,RBG,11,ATK,Nuke
99,2022-01-27 02:00,ATK,16,Third Impact,5,ATK,Inferno
100,2022-01-27 02:00,ATK,28,Third Impact,25,ATK,Mirage
101,2022-01-30 20:00,AVANGAR,16,Enterprise,19,Enterprise,Overpass
102,2022-01-30 16:00,Tricked,14,AVANGAR,16,AVANGAR,Vertigo
103,2022-01-17 10:00,AVE,16,ALTERNATE aTTaX,4,AVE,Nuke
104,2022-01-21 19:00,AVE,16,ex-Coalesce,12,AVE,Nuke
105,2022-01-24 13:00,AVE,16,HEET,19,HEET,Dust2
106,2022-01-08 18:05,EC Kyiv,26,B8,28,B8,Mirage
107,2022-01-21 16:05,B8,7,Entropiq Prague,16,Entropiq Prague,Dust2
108,2021-12-25 15:00,B8,16,GUESS,6,B8,Mirage
109,2021-12-26 18:00,B8,17,IKIGAI,19,IKIGAI,Ancient
110,2021-12-26 18:00,B8,16,IKIGAI,13,B8,Mirage
111,2022-01-18 13:00,OFFSET,5,B8,16,B8,Overpass
112,2022-01-08 12:10,B8,16,okura,4,B8,Nuke
113,2022-01-08 12:10,B8,16,okura,3,B8,Ancient
114,2022-01-16 15:05,B8,16,Run or Die,2,B8,Vertigo
115,2022-01-16 15:05,B8,16,Run or Die,7,B8,Overpass
116,2022-01-16 15:05,B8,9,Run or Die,16,Run or Die,Mirage
117,2022-01-15 15:10,B8,16,Run or Die,9,B8,Dust2
118,2022-01-16 15:05,B8,10,Run or Die,16,Run or Die,Dust2
119,2022-02-02 02:00,ATK,16,Bad News Bears,7,ATK,Inferno
120,2022-01-02 19:00,BOOZOOMERS,16,Bad News Bears,11,BOOZOOMERS,Inferno
121,2022-01-02 19:00,BOOZOOMERS,7,Bad News Bears,16,Bad News Bears,Mirage
122,2022-01-03 02:45,Bad News Bears,19,ChocoCheck,17,Bad News Bears,Mirage
123,2021-12-15 02:00,Bad News Bears,6,Extra Salt,16,Extra Salt,Ancient
124,2021-12-17 02:00,RBG,16,Bad News Bears,11,RBG,Overpass
125,2021-12-17 02:00,RBG,16,Bad News Bears,13,RBG,Inferno
126,2022-01-02 22:50,Strife,6,Bad News Bears,16,Bad News Bears,Inferno
127,2021-12-16 02:00,Triumph,15,Bad News Bears,19,Bad News Bears,Ancient
128,2022-01-07 17:00,Astralis Talent,13,BIG Academy,16,BIG Academy,Vertigo
129,2022-01-25 13:20,BIG Academy,4,Dignitas,16,Dignitas,Nuke
130,2022-01-17 10:50,BIG Academy,11,eSuba,16,eSuba,Nuke
131,2022-01-11 18:30,BIG Academy,12,fnatic Rising,16,fnatic Rising,Vertigo
132,2022-01-19 15:20,Into the Breach,16,BIG Academy,8,Into the Breach,Ancient
133,2022-01-03 20:30,NAVI Junior,5,BIG Academy,16,BIG Academy,Inferno
134,2022-02-02 13:50,SINNERS,16,BIG Academy,13,SINNERS,Vertigo
135,2022-01-09 20:55,BIG Academy,16,Young Ninjas,14,BIG Academy,Nuke
136,2021-12-15 02:00,Big Chillin,16,Detonate,8,Big Chillin,Overpass
137,2021-12-15 02:00,Big Chillin,10,Detonate,16,Detonate,Ancient
138,2022-01-28 19:10,Complexity,10,BIG,16,BIG,Nuke
139,2022-01-24 12:00,Entropiq,16,BIG,13,Entropiq,Mirage
140,2022-01-24 12:00,Entropiq,16,BIG,14,Entropiq,Nuke
141,2022-01-19 12:00,fnatic,7,BIG,16,BIG,Overpass
142,2022-01-19 12:00,fnatic,12,BIG,16,BIG,Nuke
143,2022-01-23 15:50,Gambit,16,BIG,5,Gambit,Ancient
144,2022-01-21 15:25,K23,16,BIG,12,K23,Mirage
145,2022-01-21 15:25,K23,4,BIG,16,BIG,Overpass
146,2022-01-28 20:40,NIP,16,BIG,9,NIP,Nuke
147,2022-01-13 22:00,Stars Horizon,13,Black Dragons,16,Black Dragons,Vertigo
148,2022-01-12 22:00,Black Dragons,16,SWS,14,Black Dragons,Vertigo
149,2022-01-24 12:00,BLINK,12,Apeks,16,Apeks,Ancient
150,2021-12-16 19:00,BLINK,16,Copenhagen Flames,7,BLINK,Nuke
151,2021-12-17 19:00,Entropiq,13,BLINK,16,BLINK,Mirage
152,2021-12-17 19:00,Entropiq,16,BLINK,9,Entropiq,Ancient
153,2022-01-26 09:00,Eternal Fire,14,BLINK,16,BLINK,Vertigo
154,2022-01-19 18:00,BLINK,16,fnatic Rising,6,BLINK,Ancient
155,2022-01-19 18:00,BLINK,16,fnatic Rising,6,BLINK,Inferno
156,2021-12-15 19:00,BLINK,13,Sprout,16,Sprout,Dust2
157,2022-01-25 16:50,Sprout,13,BLINK,16,BLINK,Dust2
158,2022-01-25 09:00,BLINK,3,Wisla Krakow,16,Wisla Krakow,Nuke
159,2021-12-18 12:00,Copenhagen Flames,16,BLUEJAYS,13,Copenhagen Flames,Overpass
160,2021-12-16 12:00,Dignitas,16,BLUEJAYS,5,Dignitas,Nuke
161,2021-12-19 12:00,Dignitas,13,BLUEJAYS,16,BLUEJAYS,Vertigo
162,2021-12-17 15:15,BLUEJAYS,12,Entropiq,16,Entropiq,Ancient
163,2021-12-17 15:15,BLUEJAYS,16,Entropiq,3,BLUEJAYS,Dust2
164,2022-01-29 09:50,forZe,10,BLUEJAYS,16,BLUEJAYS,Mirage
165,2022-01-29 09:50,forZe,19,BLUEJAYS,17,forZe,Dust2
166,2021-12-19 15:30,K23,16,BLUEJAYS,14,K23,Overpass
167,2022-01-02 19:00,BOOZOOMERS,11,Bad News Bears,16,Bad News Bears,Overpass
168,2021-12-19 13:30,Moon,11,Born in the East,16,Born in the East,Nuke
169,2021-12-19 19:10,Goliath,16,Bravado,10,Goliath,Inferno
170,2021-12-17 03:00,Brazen,13,Detonate,16,Detonate,Inferno
171,2021-12-15 02:30,Kinship,0,Brazen,16,Brazen,Nuke
172,2021-12-18 02:30,Valors,16,Brazen,14,Valors,Nuke
173,2021-12-18 02:30,Valors,16,Brazen,8,Valors,Mirage
174,2021-12-16 02:00,voLante,7,Brazen,16,Brazen,Mirage
175,2021-12-18 08:00,NKT,8,Checkmate,16,Checkmate,Nuke
176,2022-01-03 06:00,Renewal,14,Checkmate,16,Checkmate,Dust2
177,2022-01-03 11:05,Steel Helmet,7,Checkmate,16,Checkmate,Mirage
178,2022-01-02 07:00,Checkmate,9,TBC,16,TBC,Ancient
179,2022-01-02 07:00,Checkmate,16,TBC,9,Checkmate,Nuke
180,2021-12-18 13:15,ViCi,16,Checkmate,13,ViCi,Nuke
181,2022-01-03 02:45,Bad News Bears,16,ChocoCheck,2,Bad News Bears,Overpass
182,2022-01-20 02:00,ChocoCheck,16,Disconnected,7,ChocoCheck,Mirage
183,2021-12-17 02:00,ChocoCheck,4,Extra Salt,16,Extra Salt,Nuke
184,2022-01-02 19:00,MongolZ,9,ChocoCheck,16,ChocoCheck,Mirage
185,2022-01-31 01:00,ChocoCheck,5,Orgless,16,Orgless,Ancient
186,2021-12-19 02:00,ChocoCheck,28,paiN,25,ChocoCheck,Dust2
187,2022-02-02 02:00,Party Astronauts,11,ChocoCheck,16,ChocoCheck,Nuke
188,2022-02-02 02:00,Party Astronauts,16,ChocoCheck,14,Party Astronauts,Dust2
189,2021-12-16 02:00,RBG,5,ChocoCheck,16,ChocoCheck,Nuke
190,2022-01-02 23:40,ChocoCheck,16,RBG,14,ChocoCheck,Inferno
191,2021-12-15 02:00,ChocoCheck,8,TeamOne,16,TeamOne,Overpass
192,2021-12-15 02:00,ChocoCheck,16,TeamOne,6,ChocoCheck,Inferno
193,2022-01-22 21:15,Villainous,16,ChocoCheck,8,Villainous,Mirage
194,2022-01-16 20:10,CLG Red,16,Little Bocks,8,CLG Red,Overpass
195,2022-01-30 20:00,CLG Red,16,Little Bocks,9,CLG Red,Overpass
196,2022-01-20 12:00,ECSTATIC,22,Complexity,20,ECSTATIC,Inferno
197,2022-01-28 15:00,G2,16,Complexity,12,G2,Nuke
198,2022-01-19 16:00,Gambit,16,Complexity,19,Complexity,Vertigo
199,2021-12-19 16:35,Conquer,16,Lemondogs,12,Conquer,Mirage
200,2021-12-16 19:00,BLINK,16,Copenhagen Flames,10,BLINK,Mirage
201,2021-12-18 12:00,Copenhagen Flames,15,BLUEJAYS,19,BLUEJAYS,Mirage
202,2021-12-18 12:00,Copenhagen Flames,19,BLUEJAYS,22,BLUEJAYS,Vertigo
203,2022-02-01 09:00,Copenhagen Flames,16,Eternal Fire,6,Copenhagen Flames,Vertigo
204,2022-01-25 19:15,Copenhagen Flames,12,forZe,16,forZe,Dust2
205,2021-12-16 15:00,K23,16,Copenhagen Flames,9,K23,Mirage
206,2022-02-02 12:00,Copenhagen Flames,9,K23,16,K23,Ancient
207,2021-12-17 12:00,Copenhagen Flames,16,Nemiga,9,Copenhagen Flames,Inferno
208,2021-12-17 12:00,Copenhagen Flames,16,Nemiga,11,Copenhagen Flames,Nuke
209,2021-12-15 19:00,Copenhagen Flames,16,SINNERS,12,Copenhagen Flames,Vertigo
210,2022-01-23 14:00,Young Ninjas,4,Copenhagen Flames,16,Copenhagen Flames,Mirage
211,2022-01-18 16:00,PACT,16,cowana,19,cowana,Dust2
212,2022-01-18 16:00,PACT,16,cowana,14,PACT,Ancient
213,2022-01-30 20:00,Liberty fe,16,Cruzeiro fe,7,Liberty fe,Ancient
214,2022-01-16 00:40,cs,14,RBG,16,RBG,Nuke
215,2022-01-22 13:10,1shot,16,D13,10,1shot,Mirage
216,2022-01-18 10:00,ECLOT,13,D13,16,D13,Mirage
217,2022-01-16 19:15,DBL PONEY,12,1shot,16,1shot,Nuke
218,2022-01-16 19:15,DBL PONEY,10,1shot,16,1shot,Dust2
219,2022-01-16 16:00,DBL PONEY,16,FPSBUG,3,DBL PONEY,Dust2
220,2021-12-15 02:00,Big Chillin,6,Detonate,16,Detonate,Dust2
221,2021-12-17 03:00,Brazen,13,Detonate,16,Detonate,Ancient
222,2021-12-18 02:00,Strife,16,Detonate,8,Strife,Nuke
223,2021-12-20 03:30,Detonate,5,Valors,16,Valors,Overpass
224,2021-12-16 03:30,Detonate,16,X13,12,Detonate,Overpass
225,2022-01-18 15:00,Dignitas,19,777,15,Dignitas,Overpass
226,2022-01-18 15:00,Dignitas,19,777,15,Dignitas,Overpass
227,2022-01-25 13:20,BIG Academy,11,Dignitas,16,Dignitas,Vertigo
228,2022-01-31 09:50,Dignitas,16,BLINK,11,Dignitas,Vertigo
229,2022-01-31 09:50,Dignitas,12,BLINK,16,BLINK,Mirage
230,2022-01-31 09:50,Dignitas,16,BLINK,7,Dignitas,Inferno
231,2021-12-16 12:00,Dignitas,16,BLUEJAYS,13,Dignitas,Mirage
232,2021-12-19 12:00,Dignitas,13,BLUEJAYS,16,BLUEJAYS,Mirage
233,2022-01-31 15:00,Dignitas,12,Eternal Fire,16,Eternal Fire,Mirage
234,2022-01-31 15:00,Dignitas,3,Eternal Fire,16,Eternal Fire,Inferno
235,2022-02-01 18:00,Dignitas,16,HAVU,19,HAVU,Mirage
236,2021-12-18 16:35,Dignitas,7,K23,16,K23,Mirage
237,2022-01-24 18:20,Dignitas,13,SAW,16,SAW,Ancient
238,2022-01-26 15:40,Sprout,16,Dignitas,14,Sprout,Ancient
239,2022-01-26 18:10,Dignitas,16,Tricked,7,Dignitas,Nuke
240,2022-01-25 18:00,Dignitas,16,Unique,14,Dignitas,Overpass
241,2022-01-20 02:00,ChocoCheck,16,Disconnected,8,ChocoCheck,Inferno
242,2022-01-27 02:00,Party Astronauts,16,Disconnected,8,Party Astronauts,Overpass
243,2021-12-26 17:05,DNG,16,INDE IRAE,4,DNG,Inferno
244,2022-01-08 15:10,Doge Soldiers,16,Sestri,7,Doge Soldiers,Nuke
245,2022-01-08 15:10,Doge Soldiers,16,Sestri,10,Doge Soldiers,Inferno
246,2021-12-19 14:35,UNGENTIUM,16,Dr. Pepper,8,UNGENTIUM,Inferno
247,2021-12-19 14:00,KappaB,16,DREAM,11,KappaB,Mirage
248,2022-01-08 11:10,EC Brugge,10,GameAgents,16,GameAgents,Inferno
249,2022-01-19 19:25,EC Brugge,16,Into the Breach,8,EC Brugge,Ancient
250,2022-01-19 15:00,Apeks,16,EC Kyiv,9,Apeks,Overpass
251,2022-01-08 18:05,EC Kyiv,25,B8,23,EC Kyiv,Dust2
252,2022-01-08 18:05,EC Kyiv,9,B8,16,B8,Vertigo
253,2022-01-15 12:10,Doge Soldiers,10,EC Kyiv,16,EC Kyiv,Inferno
254,2022-01-15 12:10,Doge Soldiers,12,EC Kyiv,16,EC Kyiv,Mirage
255,2022-01-17 09:00,Finest,16,EC Kyiv,9,Finest,Overpass
256,2022-01-17 09:00,Finest,8,EC Kyiv,16,EC Kyiv,Ancient
257,2022-01-21 15:00,GamerLegion,16,EC Kyiv,9,GamerLegion,Overpass
258,2022-01-16 12:05,EC Kyiv,7,Run or Die,16,Run or Die,Mirage
259,2022-01-18 15:00,EC Kyiv,14,SAW,16,SAW,Vertigo
260,2022-01-18 15:00,EC Kyiv,8,SAW,16,SAW,Ancient
261,2022-01-09 18:10,Sestri,14,EC Kyiv,16,EC Kyiv,Mirage
262,2022-01-09 18:10,Sestri,3,EC Kyiv,16,EC Kyiv,Inferno
263,2022-01-20 12:00,Wisla Krakow,11,EC Kyiv,16,EC Kyiv,Overpass
264,2022-01-18 10:00,ECLOT,16,D13,19,D13,Ancient
265,2022-01-27 18:00,ECSTATIC,16,AGF,13,ECSTATIC,Nuke
266,2022-01-20 12:00,ECSTATIC,16,Complexity,10,ECSTATIC,Nuke
267,2022-01-18 18:00,ECSTATIC,16,Enterprise,4,ECSTATIC,Inferno
268,2022-01-23 12:00,ECSTATIC,11,Entropiq,16,Entropiq,Overpass
269,2022-01-18 12:00,Entropiq,16,ECSTATIC,5,Entropiq,Mirage
270,2022-01-23 12:00,ECSTATIC,17,Entropiq,19,Entropiq,Ancient
271,2022-01-25 10:00,K23,11,ECSTATIC,16,ECSTATIC,Ancient
272,2022-01-22 12:00,ECSTATIC,16,K23,14,ECSTATIC,Ancient
273,2022-01-25 10:00,K23,16,ECSTATIC,6,K23,Nuke
274,2021-12-15 12:00,ECSTATIC,15,Nemiga,19,Nemiga,Nuke
275,2022-01-23 19:00,Nexus,11,ECSTATIC,16,ECSTATIC,Dust2
276,2022-01-13 02:00,Redragon,16,ELEVATE,7,Redragon,Dust2
277,2022-01-15 01:30,ELEVATE,17,Stars Horizon,19,Stars Horizon,Nuke
278,2022-01-15 23:00,ELEVATE,6,SWS,16,SWS,Inferno
279,2022-01-24 18:00,1WIN,16,Endpoint,8,1WIN,Dust2
280,2022-01-24 18:00,1WIN,11,Endpoint,16,Endpoint,Vertigo
281,2022-01-26 18:00,Apeks,6,Endpoint,16,Endpoint,Nuke
282,2022-01-31 12:00,Apeks,16,Endpoint,12,Apeks,Ancient
283,2022-01-19 18:40,Endpoint,16,GMT,3,Endpoint,Ancient
284,2022-01-25 15:10,K23,9,Endpoint,16,Endpoint,Ancient
285,2022-01-28 12:00,SKADE,22,Endpoint,20,SKADE,Inferno
286,2022-01-27 15:25,Endpoint,16,Sprout,10,Endpoint,Inferno
287,2022-01-18 18:30,Endpoint,16,Unique,9,Endpoint,Dust2
288,2022-01-17 20:35,Wisla Krakow,2,Endpoint,16,Endpoint,Mirage
289,2022-01-31 15:00,777,10,Enterprise,16,Enterprise,Vertigo
290,2022-01-17 16:50,Enterprise,11,777,16,777,Ancient
291,2022-01-17 16:50,Enterprise,14,777,16,777,Vertigo
292,2022-01-31 15:00,777,16,Enterprise,13,777,Ancient
293,2022-01-30 20:00,AVANGAR,16,Enterprise,14,AVANGAR,Mirage
294,2022-01-30 20:00,AVANGAR,16,Enterprise,9,AVANGAR,Vertigo
295,2022-01-18 18:00,ECSTATIC,8,Enterprise,16,Enterprise,Ancient
296,2022-01-18 18:00,ECSTATIC,16,Enterprise,4,ECSTATIC,Dust2
297,2022-01-27 12:00,Entropiq,16,Enterprise,8,Entropiq,Mirage
298,2022-01-27 15:00,Enterprise,12,Finest,16,Finest,Ancient
299,2022-01-20 09:00,Finest,9,Enterprise,16,Enterprise,Inferno
300,2022-01-27 15:00,Enterprise,10,Finest,16,Finest,Overpass
301,2022-01-19 12:00,Enterprise,10,GamerLegion,16,GamerLegion,Mirage
302,2022-01-17 12:55,Enterprise,14,GMT,16,GMT,Vertigo
303,2022-02-01 13:20,HEET,16,Enterprise,2,HEET,Vertigo
304,2022-01-30 16:45,Enterprise,16,NLG,6,Enterprise,Mirage
305,2022-01-30 16:45,Enterprise,16,NLG,6,Enterprise,Overpass
306,2022-01-18 09:00,Enterprise,22,OneTap,18,Enterprise,Mirage
307,2022-01-21 16:05,B8,7,Entropiq Prague,16,Entropiq Prague,Nuke
308,2022-01-18 19:30,Entropiq Prague,16,ex-Feenix,10,Entropiq Prague,Vertigo
309,2022-01-24 16:45,Entropiq Prague,8,forZe,16,forZe,Mirage
310,2021-12-16 19:00,1WIN,16,Entropiq,13,1WIN,Nuke
311,2022-01-17 18:00,Entropiq,13,AGF,16,AGF,Vertigo
312,2022-01-22 15:00,Astralis,8,Entropiq,16,Entropiq,Nuke
313,2022-01-22 15:00,Astralis,13,Entropiq,16,Entropiq,Overpass
314,2022-01-24 12:00,Entropiq,13,BIG,16,BIG,Dust2
315,2021-12-17 19:00,Entropiq,19,BLINK,16,Entropiq,Nuke
316,2021-12-17 15:15,BLUEJAYS,16,Entropiq,10,BLUEJAYS,Mirage
317,2022-01-18 12:00,Entropiq,22,ECSTATIC,18,Entropiq,Vertigo
318,2022-01-23 12:00,ECSTATIC,16,Entropiq,6,ECSTATIC,Vertigo
319,2022-01-27 12:00,Entropiq,16,Enterprise,5,Entropiq,Ancient
320,2021-12-15 19:00,Entropiq,16,Finest,11,Entropiq,Overpass
321,2022-02-02 15:00,Entropiq,16,Finest,9,Entropiq,Dust2
322,2022-01-24 17:30,Gambit,16,Entropiq,7,Gambit,Mirage
323,2022-01-21 12:00,Entropiq,16,Gambit,14,Entropiq,Mirage
324,2022-01-21 12:00,Entropiq,5,Gambit,16,Gambit,Dust2
325,2022-01-24 17:30,Gambit,16,Entropiq,12,Gambit,Dust2
326,2021-12-18 19:00,GamerLegion,13,Entropiq,16,Entropiq,Overpass
327,2022-01-25 19:00,Entropiq,16,Into the Breach,13,Entropiq,Ancient
328,2022-01-26 19:00,Entropiq,16,Nemiga,9,Entropiq,Vertigo
329,2021-12-19 19:00,Sprout,16,Entropiq,14,Sprout,Vertigo
330,2021-12-15 15:00,Entropiq,13,TTC,16,TTC,Overpass
331,2022-01-16 19:00,equipa,16,4750mix,10,equipa,Vertigo
332,2022-01-22 20:10,Eros,16,ChocoCheck,10,Eros,Mirage
333,2022-01-22 21:15,Party Astronauts,16,Eros,9,Party Astronauts,Nuke
334,2022-01-22 22:10,Eros,12,Villainous,16,Villainous,Dust2
335,2022-01-19 11:50,BIG Academy,16,eSuba,14,BIG Academy,Vertigo
336,2022-01-17 10:50,BIG Academy,16,eSuba,9,BIG Academy,Vertigo
337,2022-01-17 10:50,BIG Academy,16,eSuba,12,BIG Academy,Inferno
338,2022-01-19 11:50,BIG Academy,16,eSuba,13,BIG Academy,Nuke
339,2022-01-18 12:00,Finest,16,eSuba,12,Finest,Overpass
340,2022-01-18 16:40,eSuba,16,OFFSET,11,eSuba,Inferno
341,2022-01-18 16:40,eSuba,16,OFFSET,4,eSuba,Overpass
342,2022-01-19 09:00,OneTap,16,eSuba,13,OneTap,Mirage
343,2022-01-17 15:00,SAW,16,eSuba,10,SAW,Ancient
344,2022-01-08 17:00,FURIA Academy,16,Eternal Fire Academy,13,FURIA Academy,Mirage
345,2022-01-04 18:15,MOUZ NXT,16,Eternal Fire Academy,12,MOUZ NXT,Mirage
346,2022-01-12 18:10,Eternal Fire Academy,12,Spirit Academy,16,Spirit Academy,Nuke
347,2022-01-15 19:35,Eternal Fire Academy,2,VP.Prodigy,16,VP.Prodigy,Ancient
348,2022-01-10 19:05,VP.Prodigy,8,Eternal Fire Academy,16,Eternal Fire Academy,Vertigo
349,2022-01-15 19:35,Eternal Fire Academy,5,VP.Prodigy,16,VP.Prodigy,Vertigo
