,date,team1,team1_score,team2,team2_score,winner,map
774,2022-01-24 18:20,Dignitas,16,SAW,5,Dignitas,Inferno
775,2022-01-18 15:00,EC Kyiv,16,SAW,14,EC Kyiv,Dust2
776,2022-01-18 15:00,EC Kyiv,16,SAW,14,EC Kyiv,Dust2
777,2022-01-17 15:00,SAW,16,eSuba,8,SAW,Inferno
778,2021-12-19 20:00,SAW,12,Into the Breach,16,Into the Breach,Ancient
779,2021-12-17 19:00,LDLC,6,SAW,16,SAW,Nuke
780,2022-01-28 15:25,MOUZ NXT,16,SAW,7,MOUZ NXT,Vertigo
781,2022-01-19 18:10,Savage,8,SAW,16,SAW,Inferno
782,2022-01-19 18:10,Savage,3,SAW,16,SAW,Dust2
783,2022-01-26 09:00,SAW,16,Savage,8,SAW,Ancient
784,2022-01-24 09:50,SAW,16,SINNERS,12,SAW,Ancient
785,2022-01-31 16:50,SAW,12,SKADE,16,SKADE,Ancient
786,2022-01-31 16:50,SAW,3,SKADE,16,SKADE,Overpass
787,2021-12-16 19:00,SAW,16,Tricked,10,SAW,Overpass
788,2022-01-27 12:40,SAW,7,Unique,16,Unique,Overpass
789,2022-01-27 12:40,SAW,16,Unique,6,SAW,Inferno
790,2021-12-18 01:55,MIBR,16,Sharks,19,Sharks,Nuke
791,2021-12-21 23:20,Sharks,16,MIBR,13,Sharks,Ancient
792,2021-12-18 23:30,SWS,19,Sharks,17,SWS,Nuke
793,2021-12-18 23:30,SWS,14,Sharks,16,Sharks,Inferno
794,2022-01-23 10:00,1shot,16,SINNERS,14,1shot,Nuke
795,2022-01-23 10:00,1shot,14,SINNERS,16,SINNERS,Mirage
796,2022-02-02 13:50,SINNERS,16,BIG Academy,12,SINNERS,Inferno
797,2021-12-15 19:00,Copenhagen Flames,16,SINNERS,14,Copenhagen Flames,Nuke
798,2022-01-24 09:50,SAW,7,SINNERS,16,SINNERS,Inferno
799,2022-01-24 09:50,SAW,16,SINNERS,8,SAW,Nuke
800,2022-01-25 16:00,SINNERS,12,Wisla Krakow,16,Wisla Krakow,Nuke
801,2022-01-25 16:00,SINNERS,16,Wisla Krakow,7,SINNERS,Mirage
802,2022-01-25 15:00,SKADE,14,Apeks,16,Apeks,Ancient
803,2022-01-28 12:00,SKADE,8,Endpoint,16,Endpoint,Mirage
804,2022-01-28 12:00,SKADE,7,Endpoint,16,Endpoint,Dust2
805,2022-01-24 13:35,GamerLegion,5,SKADE,16,SKADE,Inferno
806,2022-01-27 09:00,SKADE,16,GamerLegion,10,SKADE,Overpass
807,2022-01-26 12:00,SKADE,19,K23,22,K23,Mirage
808,2021-12-15 18:00,SKADE,16,Linx Legacy,14,SKADE,Ancient
809,2022-01-24 09:00,Wisla Krakow,16,SKADE,8,Wisla Krakow,Nuke
810,2022-01-24 09:00,Wisla Krakow,3,SKADE,16,SKADE,Overpass
811,2022-01-12 17:00,Spirit Academy,16,Eternal Fire Academy,8,Spirit Academy,Dust2
812,2022-01-10 17:00,FURIA Academy,9,Spirit Academy,16,Spirit Academy,Mirage
813,2022-01-08 20:25,MOUZ NXT,7,Spirit Academy,16,Spirit Academy,Mirage
814,2022-01-06 18:10,VP.Prodigy,16,Spirit Academy,12,VP.Prodigy,Mirage
815,2022-01-16 18:45,Spirit Academy,16,VP.Prodigy,13,Spirit Academy,Overpass
816,2022-01-26 12:00,Sprout,16,1WIN,11,Sprout,Dust2
817,2022-01-25 16:50,Sprout,16,BLINK,5,Sprout,Ancient
818,2021-12-15 19:00,BLINK,8,Sprout,16,Sprout,Vertigo
819,2022-01-25 16:50,Sprout,23,BLINK,25,BLINK,Inferno
820,2022-01-26 15:40,Sprout,16,Dignitas,11,Sprout,Mirage
821,2022-01-27 15:25,Endpoint,13,Sprout,16,Sprout,Vertigo
822,2022-01-27 15:25,Endpoint,16,Sprout,19,Sprout,Nuke
823,2021-12-19 19:00,Sprout,16,Entropiq,7,Sprout,Ancient
824,2022-01-17 15:00,Sprout,16,Finest,10,Sprout,Overpass
825,2021-12-16 19:00,Sprout,16,GamerLegion,13,Sprout,Nuke
826,2022-02-02 09:50,GamerLegion,22,Sprout,25,Sprout,Vertigo
827,2022-01-31 09:00,Sprout,7,K23,16,K23,Nuke
828,2022-01-25 12:00,Sprout,6,Savage,16,Savage,Ancient
829,2022-01-25 12:00,Sprout,16,Savage,10,Sprout,Overpass
830,2022-01-24 12:00,Sprout,11,Tricked,16,Tricked,Nuke
831,2022-01-13 22:00,Stars Horizon,16,Black Dragons,4,Stars Horizon,Dust2
832,2022-01-13 22:00,Stars Horizon,16,Black Dragons,10,Stars Horizon,Inferno
833,2022-01-15 01:30,ELEVATE,16,Stars Horizon,8,ELEVATE,Vertigo
834,2022-01-15 01:30,ELEVATE,16,Stars Horizon,10,ELEVATE,Inferno
835,2022-01-12 01:00,Stars Horizon,10,Redragon,16,Redragon,Dust2
836,2022-01-03 11:05,Steel Helmet,4,Checkmate,16,Checkmate,Nuke
837,2022-01-02 10:40,Steel Helmet,16,Renewal,8,Steel Helmet,Dust2
838,2022-01-02 10:40,Steel Helmet,16,Renewal,7,Steel Helmet,Ancient
839,2022-01-02 22:50,Strife,12,Bad News Bears,16,Bad News Bears,Overpass
840,2021-12-18 02:00,Strife,16,Detonate,10,Strife,Inferno
841,2022-01-30 22:00,Orgless,22,Strife,18,Orgless,Vertigo
842,2022-01-16 22:00,Party Astronauts,16,Strife,9,Party Astronauts,Overpass
843,2022-01-30 00:20,Strife,16,Party Astronauts,5,Strife,Overpass
844,2021-12-17 02:00,Third Impact,2,Strife,16,Strife,Mirage
845,2022-01-15 23:50,Strife,16,umomd,6,Strife,Inferno
846,2021-12-16 02:00,Strife,16,Valors,9,Strife,Overpass
847,2021-12-16 02:00,Strife,14,Valors,16,Valors,Mirage
848,2022-01-02 19:00,Valors,6,Strife,16,Strife,Mirage
849,2022-01-12 22:00,Black Dragons,14,SWS,16,SWS,Dust2
850,2022-01-12 22:00,Black Dragons,11,SWS,16,SWS,Inferno
851,2022-01-15 23:00,ELEVATE,16,SWS,7,ELEVATE,Nuke
852,2022-01-15 23:00,ELEVATE,11,SWS,16,SWS,Mirage
853,2021-12-17 21:20,Liberty,16,SWS,12,Liberty,Vertigo
854,2021-12-17 21:20,Liberty,14,SWS,16,SWS,Dust2
855,2021-12-19 23:20,MIBR,16,SWS,8,MIBR,Ancient
856,2022-02-01 22:10,Redragon,19,SWS,16,Redragon,Dust2
857,2022-01-16 23:00,Redragon,16,SWS,8,Redragon,Dust2
858,2022-01-14 22:00,SWS,16,Redragon,13,SWS,Dust2
859,2022-02-01 22:10,Redragon,16,SWS,3,Redragon,Vertigo
860,2021-12-18 23:30,SWS,12,Sharks,16,Sharks,Vertigo
861,2022-01-02 07:00,Checkmate,16,TBC,8,Checkmate,Inferno
862,2021-12-24 18:00,Team Buster,6,Team StRoGo,16,Team StRoGo,Mirage
863,2021-12-25 17:15,Team Evelone192,16,Team Buster,6,Team Evelone192,Nuke
864,2021-12-25 17:15,Team Evelone192,16,Team Buster,5,Team Evelone192,Ancient
865,2021-12-24 13:30,Team Evelone192,16,Team Shoke,5,Team Evelone192,Nuke
866,2021-12-26 14:00,Team StRoGo,19,Team Evelone192,15,Team StRoGo,Dust2
867,2021-12-26 14:00,Team StRoGo,16,Team Evelone192,13,Team StRoGo,Ancient
868,2021-12-24 13:30,Team Evelone192,16,Team Shoke,19,Team Shoke,Inferno
869,2021-12-24 13:30,Team Evelone192,14,Team Shoke,16,Team Shoke,Mirage
870,2021-12-25 13:30,Team Shoke,16,Team StRoGo,4,Team Shoke,Mirage
871,2021-12-26 18:30,Team Shoke,14,Team StRoGo,16,Team StRoGo,Dust2
872,2021-12-24 18:00,Team Buster,16,Team StRoGo,11,Team Buster,Inferno
873,2021-12-24 18:00,Team Buster,14,Team StRoGo,16,Team StRoGo,Ancient
874,2021-12-25 13:30,Team Shoke,10,Team StRoGo,16,Team StRoGo,Inferno
875,2021-12-25 13:30,Team Shoke,16,Team StRoGo,9,Team Shoke,Dust2
876,2021-12-26 18:30,Team Shoke,12,Team StRoGo,16,Team StRoGo,Ancient
877,2021-12-15 02:00,ChocoCheck,16,TeamOne,14,ChocoCheck,Mirage
878,2021-12-16 02:00,paiN,16,TeamOne,10,paiN,Nuke
879,2022-01-27 02:00,ATK,11,Third Impact,16,Third Impact,Nuke
880,2021-12-16 02:30,Northern Forces,16,Third Impact,12,Northern Forces,Nuke
881,2022-01-26 02:00,Third Impact,11,RBG,16,RBG,Overpass
882,2021-12-17 02:00,Third Impact,12,Strife,16,Strife,Overpass
883,2022-01-30 16:00,Tricked,9,AVANGAR,16,AVANGAR,Mirage
884,2022-01-26 18:10,Dignitas,16,Tricked,14,Dignitas,Mirage
885,2022-01-28 09:00,Eternal Fire,16,Tricked,4,Eternal Fire,Dust2
886,2022-01-21 09:00,Tricked,7,Finest,16,Finest,Mirage
887,2022-01-18 15:00,Tricked,8,GMT,16,GMT,Mirage
888,2022-01-18 15:00,Tricked,9,GMT,16,GMT,Inferno
889,2022-01-20 09:00,Tricked,16,LookingForOrg,13,Tricked,Inferno
890,2022-01-25 18:30,MOUZ NXT,16,Tricked,10,MOUZ NXT,Mirage
891,2022-01-17 09:00,OneTap,5,Tricked,16,Tricked,Overpass
892,2021-12-16 19:00,SAW,16,Tricked,4,SAW,Dust2
893,2022-01-24 12:00,Sprout,16,Tricked,8,Sprout,Dust2
894,2022-01-24 12:00,Sprout,14,Tricked,16,Tricked,Vertigo
895,2022-01-19 15:00,Tricked,13,Wisla Krakow,16,Wisla Krakow,Overpass
896,2022-01-19 15:00,Tricked,14,Wisla Krakow,16,Wisla Krakow,Mirage
897,2022-01-19 15:00,Tricked,14,Wisla Krakow,16,Wisla Krakow,Mirage
898,2022-01-27 15:40,Wisla Krakow,16,Tricked,5,Wisla Krakow,Mirage
899,2021-12-16 02:00,Triumph,5,Bad News Bears,16,Bad News Bears,Overpass
900,2021-12-15 02:00,Triumph,11,Party Astronauts,16,Party Astronauts,Nuke
901,2021-12-15 15:00,Entropiq,16,TTC,8,Entropiq,Mirage
902,2021-12-15 15:00,Entropiq,16,TTC,4,Entropiq,Nuke
903,2021-12-18 08:00,TYLOO,19,ViCi,16,TYLOO,Vertigo
904,2021-12-19 17:30,Anonymo,11,UNGENTIUM,16,UNGENTIUM,Nuke
905,2021-12-19 17:30,Anonymo,16,UNGENTIUM,13,Anonymo,Inferno
906,2021-12-19 14:35,UNGENTIUM,16,Dr. Pepper,12,UNGENTIUM,Mirage
907,2022-01-20 10:00,GMT,11,UNGENTIUM,16,UNGENTIUM,Mirage
908,2022-01-20 10:00,GMT,14,UNGENTIUM,16,UNGENTIUM,Ancient
909,2022-01-23 16:00,UNGENTIUM,13,K23,16,K23,Dust2
910,2022-01-21 13:00,UNGENTIUM,6,KOVA,16,KOVA,Ancient
911,2022-01-21 13:00,UNGENTIUM,16,KOVA,12,UNGENTIUM,Inferno
912,2022-01-25 18:00,Dignitas,16,Unique,6,Dignitas,Vertigo
913,2022-01-18 18:30,Endpoint,16,Unique,5,Endpoint,Vertigo
914,2022-01-24 15:00,Eternal Fire,17,Unique,19,Unique,Vertigo
915,2022-01-19 12:00,Finest,23,Unique,25,Unique,Overpass
916,2022-01-20 15:00,GamerLegion,16,Unique,13,GamerLegion,Mirage
917,2022-01-20 15:00,GamerLegion,10,Unique,16,Unique,Ancient
918,2021-12-25 14:30,hxh,12,Unique,16,Unique,Overpass
919,2022-01-17 18:00,Unique,13,LookingForOrg,16,LookingForOrg,Inferno
920,2022-01-17 18:00,Unique,16,LookingForOrg,10,Unique,Overpass
921,2022-01-17 13:00,Unique,10,Los Reyes,16,Los Reyes,Ancient
922,2022-01-26 16:05,MOUZ NXT,16,Unique,9,MOUZ NXT,Mirage
923,2022-01-26 18:00,Unique,16,Savage,9,Unique,Dust2
924,2022-01-27 12:40,SAW,16,Unique,11,SAW,Ancient
925,2021-12-18 02:30,Valors,8,Brazen,16,Brazen,Ancient
926,2021-12-20 03:30,Detonate,2,Valors,16,Valors,Inferno
927,2021-12-17 02:00,Northern Forces,6,Valors,16,Valors,Nuke
928,2022-02-02 02:00,ONET4P,16,Valors,12,ONET4P,Ancient
929,2021-12-16 02:00,Strife,16,Valors,14,Strife,Nuke
930,2022-01-02 19:00,Valors,7,Strife,16,Strife,Inferno
931,2021-12-19 03:30,X13,16,Valors,14,X13,Vertigo
932,2022-01-07 19:05,eXploit,16,VELOX,13,eXploit,Ancient
933,2022-01-07 16:05,GameAgents,9,VELOX,16,VELOX,Mirage
934,2022-01-08 17:20,VELOX,11,GameAgents,16,GameAgents,Nuke
935,2021-12-19 10:00,VERTEX,16,LookingForOrg,11,VERTEX,Inferno
936,2021-12-19 10:00,VERTEX,17,LookingForOrg,19,LookingForOrg,Vertigo
937,2021-12-16 08:00,LookingForOrg,14,VERTEX,16,VERTEX,Overpass
938,2021-12-16 08:00,LookingForOrg,8,VERTEX,16,VERTEX,Nuke
939,2021-12-19 10:00,VERTEX,11,LookingForOrg,16,LookingForOrg,Overpass
940,2021-12-17 10:00,VERTEX,17,ORDER,19,ORDER,Nuke
941,2021-12-15 10:00,Overt,8,VERTEX,16,VERTEX,Nuke
942,2021-12-18 13:15,ViCi,16,Checkmate,7,ViCi,Inferno
943,2021-12-18 08:00,TYLOO,9,ViCi,16,ViCi,Mirage
944,2021-12-18 08:00,TYLOO,9,ViCi,16,ViCi,Inferno
945,2022-01-22 22:10,Eros,15,Villainous,19,Villainous,Inferno
946,2022-01-24 00:45,Party Astronauts,16,Villainous,4,Party Astronauts,Nuke
947,2022-01-23 22:10,Paying Myself,12,Villainous,16,Villainous,Vertigo
948,2021-12-15 17:30,Vitality,16,Astralis,4,Vitality,Nuke
949,2022-01-30 15:00,Vitality,16,Evil Geniuses,3,Vitality,Inferno
950,2021-12-16 21:45,G2,13,Vitality,16,Vitality,Mirage
951,2021-12-18 16:30,Gambit,16,Vitality,13,Gambit,Vertigo
952,2021-12-19 14:30,Vitality,12,Natus Vincere,16,Natus Vincere,Nuke
953,2021-12-16 02:00,voLante,14,Brazen,16,Brazen,Nuke
954,2021-12-15 02:00,ONET4P,16,voLante,11,ONET4P,Vertigo
955,2021-12-17 02:00,voLante,16,X13,13,voLante,Overpass
956,2021-12-17 02:00,voLante,8,X13,16,X13,Vertigo
957,2022-01-10 20:10,Eternal Fire Academy,16,VP.Prodigy,12,Eternal Fire Academy,Mirage
958,2022-01-15 19:35,Eternal Fire Academy,22,VP.Prodigy,19,Eternal Fire Academy,Inferno
959,2022-01-14 19:30,FURIA Academy,16,VP.Prodigy,14,FURIA Academy,Mirage
960,2022-01-04 20:35,FURIA Academy,14,VP.Prodigy,16,VP.Prodigy,Mirage
961,2022-01-14 19:30,FURIA Academy,6,VP.Prodigy,16,VP.Prodigy,Nuke
962,2022-01-12 20:30,VP.Prodigy,7,MOUZ NXT,16,MOUZ NXT,Mirage
963,2022-01-06 17:00,Spirit Academy,16,VP.Prodigy,10,Spirit Academy,Mirage
964,2022-01-06 17:00,Spirit Academy,16,VP.Prodigy,10,Spirit Academy,Mirage
965,2022-01-16 18:45,Spirit Academy,16,VP.Prodigy,8,Spirit Academy,Nuke
966,2022-01-22 19:00,777,16,Wisla Krakow,14,777,Ancient
967,2022-01-22 19:00,777,5,Wisla Krakow,16,Wisla Krakow,Overpass
968,2022-01-24 19:00,AGO,4,Wisla Krakow,16,Wisla Krakow,Dust2
969,2022-02-02 15:00,Apeks,5,Wisla Krakow,16,Wisla Krakow,Ancient
970,2022-01-25 09:00,BLINK,6,Wisla Krakow,16,Wisla Krakow,Mirage
971,2022-01-20 12:00,Wisla Krakow,16,EC Kyiv,14,Wisla Krakow,Dust2
972,2022-01-20 12:00,Wisla Krakow,16,EC Kyiv,5,Wisla Krakow,Mirage
973,2022-01-17 20:35,Wisla Krakow,16,Endpoint,14,Wisla Krakow,Inferno
974,2022-01-17 20:35,Wisla Krakow,14,Endpoint,16,Endpoint,Dust2
975,2022-01-20 21:25,Wisla Krakow,16,FTW,10,Wisla Krakow,Ancient
976,2022-02-01 18:25,FURIA,8,Wisla Krakow,16,Wisla Krakow,Inferno
977,2022-01-26 15:35,Wisla Krakow,16,GamerLegion,3,Wisla Krakow,Ancient
978,2022-01-18 12:00,LookingForOrg,7,Wisla Krakow,16,Wisla Krakow,Inferno
979,2022-01-25 16:00,SINNERS,16,Wisla Krakow,13,SINNERS,Ancient
980,2022-01-24 09:00,Wisla Krakow,11,SKADE,16,SKADE,Ancient
981,2022-01-19 15:00,Tricked,19,Wisla Krakow,15,Tricked,Nuke
982,2022-01-27 15:40,Wisla Krakow,16,Tricked,11,Wisla Krakow,Nuke
983,2022-01-22 20:10,ATK,16,X13,7,ATK,Inferno
984,2021-12-16 03:30,Detonate,16,X13,9,Detonate,Ancient
985,2021-12-15 02:00,MIBR,16,X13,2,MIBR,Ancient
986,2021-12-18 02:00,Third Impact,11,X13,16,X13,Mirage
987,2021-12-18 02:00,Third Impact,7,X13,16,X13,Vertigo
988,2021-12-19 03:30,X13,12,Valors,16,Valors,Mirage
989,2021-12-19 03:30,X13,8,Valors,16,Valors,Overpass
990,2021-12-17 02:00,voLante,8,X13,16,X13,Inferno
991,2022-01-03 18:10,Astralis Talent,14,Young Ninjas,16,Young Ninjas,Vertigo
992,2022-01-16 16:00,Young Ninjas,12,Astralis Talent,16,Astralis Talent,Nuke
993,2022-01-09 19:35,Young Ninjas,14,BIG Academy,16,BIG Academy,Inferno
994,2022-01-23 14:00,Young Ninjas,7,Copenhagen Flames,16,Copenhagen Flames,Dust2
995,2022-01-05 17:00,fnatic Rising,11,Young Ninjas,16,Young Ninjas,Overpass
996,2022-01-22 10:00,LPSP,16,Young Ninjas,10,LPSP,Nuke
997,2022-01-11 21:10,Young Ninjas,19,NAVI Junior,15,Young Ninjas,Inferno
998,2022-01-20 17:50,Young Ninjas,11,Sangal,16,Sangal,Ancient
